apply_no,lhpdat
key4294,0.11265276
key4295,0.11265276
key4296,0.11265276
key4297,0.11265276
key4298,0.11265276
key4299,0.11265276
key4300,0.11265276
key4301,0.11265276
key4302,0.10799378
key4303,0.11265276
key4304,0.11265276
key4305,0.10799378
key4306,0.10799378
key4307,0.10799378
key4308,0.11265276
key4309,0.11265276
key4310,0.10799378
key4311,0.11265276
key4312,0.11265276
key4313,0.11265276
key4314,0.10799378
key4315,0.10799378
key4316,0.10799378
key4317,0.10799378
key4318,0.10799378
key4319,0.11265276
key4320,0.11265276
key4321,0.11265276
key4322,0.10799378
key4323,0.10799378
key4324,0.10799378
key4325,0.11265276
key4326,0.10799378
key4327,0.11265276
key4328,0.10799378
key4329,0.11265276
key4330,0.10799378
key4331,0.10799378
key4332,0.10799378
key4333,0.11265276
key4334,0.11265276
key4335,0.11265276
key4336,0.10799378
key4337,0.11265276
key4338,0.10799378
key4339,0.11265276
key4340,0.10799378
key4341,0.11265276
key4342,0.10799378
key4343,0.11265276
key4344,0.10799378
key4345,0.10799378
key4346,0.11265276
key4347,0.11265276
key4348,0.10799378
key4349,0.10799378
key4350,0.11265276
key4351,0.11265276
key4352,0.11265276
key4353,0.10799378
key4354,0.11265276
key4355,0.11265276
key4356,0.10799378
key4357,0.11265276
key4358,0.11265276
key4359,0.11265276
key4360,0.10799378
key4361,0.10799378
key4362,0.11265276
key4363,0.10799378
key4364,0.10799378
key4365,0.11265276
key4366,0.11265276
key4367,0.11265276
key4368,0.11265276
key4369,0.10799378
key4370,0.10799378
key4371,0.10799378
key4372,0.10799378
key4373,0.10799378
key4374,0.10799378
key4375,0.11265276
key4376,0.11265276
key4377,0.11265276
key4378,0.10799378
key4379,0.11265276
key4380,0.10799378
key4381,0.10799378
key4382,0.10799378
key4383,0.10799378
key4384,0.11265276
key4385,0.10799378
key4386,0.10799378
key4387,0.11265276
key4388,0.11265276
key4389,0.11265276
key4390,0.10799378
key4391,0.11265276
key4392,0.10799378
key4393,0.10799378
key4394,0.10799378
key4395,0.10799378
key4396,0.10799378
key4397,0.10799378
key4398,0.11265276
key4399,0.10799378
key4400,0.11265276
key4401,0.11265276
key4402,0.11265276
key4403,0.10799378
key4404,0.10799378
key4405,0.10799378
key4406,0.11265276
key4407,0.11265276
key4408,0.10799378
key4409,0.11265276
key4410,0.11265276
key4411,0.10799378
key4412,0.11265276
key4413,0.11265276
key4414,0.10799378
key4415,0.10799378
key4416,0.10799378
key4417,0.10799378
key4418,0.11265276
key4419,0.10799378
key4420,0.11265276
key4421,0.11265276
key4422,0.11265276
key4423,0.11265276
key4424,0.10799378
key4425,0.11265276
key4426,0.10799378
key4427,0.10799378
key4428,0.11265276
key4429,0.10799378
key4430,0.11265276
key4431,0.11265276
key4432,0.10799378
key4433,0.11265276
key4434,0.10799378
key4435,0.11265276
key4436,0.11265276
key4437,0.11265276
key4438,0.10799378
key4439,0.10799378
key4440,0.11265276
key4441,0.10799378
key4442,0.10799378
key4443,0.11265276
key4444,0.10799378
key4445,0.11265276
key4446,0.11265276
key4447,0.11265276
key4448,0.11265276
key4449,0.10799378
key4450,0.11265276
key4451,0.11265276
key4452,0.10799378
key4453,0.11265276
key4454,0.10799378
key4455,0.10799378
key4456,0.10799378
key4457,0.10799378
key4458,0.11265276
key4459,0.10799378
key4460,0.10799378
key4461,0.10799378
key4462,0.11265276
key4463,0.11265276
key4464,0.11265276
key4465,0.10799378
key4466,0.11265276
key4467,0.11265276
key4468,0.10799378
key4469,0.10799378
key4470,0.10799378
key4471,0.11265276
key4472,0.10799378
key4473,0.11265276
key4474,0.10799378
key4475,0.11265276
key4476,0.10799378
key4477,0.11265276
key4478,0.11265276
key4479,0.11265276
key4480,0.11265276
key4481,0.10799378
key4482,0.11265276
key4483,0.10799378
key4484,0.10799378
key4485,0.10799378
key4486,0.11265276
key4487,0.10799378
key4488,0.10799378
key4489,0.10799378
key4490,0.11265276
key4491,0.11265276
key4492,0.10799378
key4493,0.10799378
key4494,0.10799378
key4495,0.10799378
key4496,0.11265276
key4497,0.11265276
key4498,0.11265276
key4499,0.11265276
key4500,0.10799378
key4501,0.10799378
key4502,0.10799378
key4503,0.11265276
key4504,0.11265276
key4505,0.10799378
key4506,0.10799378
key4507,0.11265276
key4508,0.10799378
key4509,0.11265276
key4510,0.11265276
key4511,0.11265276
key4512,0.11265276
key4513,0.10799378
key4514,0.11265276
key4515,0.11265276
key4516,0.10799378
key4517,0.10799378
key4518,0.11265276
key4519,0.10799378
key4520,0.11265276
key4521,0.10799378
key4522,0.10799378
key4523,0.11265276
key4524,0.10799378
key4525,0.10799378
key4526,0.10799378
key4527,0.10799378
key4528,0.11265276
key4529,0.10799378
key4530,0.11265276
key4531,0.11265276
key4532,0.11265276
key4533,0.10799378
key4534,0.11265276
key4535,0.10799378
key4536,0.11265276
key4537,0.10799378
key4538,0.11265276
key4539,0.10799378
key4540,0.10799378
key4541,0.11265276
key4542,0.10799378
key4543,0.11265276
key4544,0.10799378
key4545,0.10799378
key4546,0.11265276
key4547,0.10799378
key4548,0.10799378
key4549,0.11265276
key4550,0.10799378
key4551,0.11265276
key4552,0.11265276
key4553,0.10799378
key4554,0.10799378
key4555,0.11265276
key4556,0.10799378
key4557,0.11265276
key4558,0.11265276
key4559,0.10799378
key4560,0.11265276
key4561,0.10799378
key4562,0.10799378
key4563,0.11265276
key4564,0.11265276
key4565,0.10799378
key4566,0.10799378
key4567,0.11265276
key4568,0.10799378
key4569,0.10799378
key4570,0.10799378
key4571,0.11265276
key4572,0.10799378
key4573,0.11265276
key4574,0.11265276
key4575,0.11265276
key4576,0.11265276
key4577,0.10799378
key4578,0.10799378
key4579,0.10799378
key4580,0.10799378
key4581,0.11265276
key4582,0.10799378
key4583,0.11265276
key4584,0.10799378
key4585,0.11265276
key4586,0.10799378
key4587,0.10799378
key4588,0.11265276
key4589,0.11265276
key4590,0.11265276
key4591,0.10799378
key4592,0.11265276
key4593,0.11265276
key4594,0.11265276
key4595,0.10799378
key4596,0.11265276
key4597,0.10799378
key4598,0.11265276
key4599,0.11265276
key4600,0.10799378
key4601,0.10799378
key4602,0.10799378
key4603,0.10799378
key4604,0.10799378
key4605,0.11265276
key4606,0.11265276
key4607,0.11265276
key4608,0.10799378
key4609,0.11265276
key4610,0.11265276
key4611,0.10799378
key4612,0.10799378
key4613,0.10799378
key4614,0.11265276
key4615,0.10799378
key4616,0.11265276
key4617,0.11265276
key4618,0.11265276
key4619,0.10799378
key4620,0.11265276
key4621,0.10799378
key4622,0.10799378
key4623,0.11265276
key4624,0.10799378
key4625,0.10799378
key4626,0.10799378
key4627,0.10799378
key4628,0.11265276
key4629,0.10799378
key4630,0.10799378
key4631,0.11265276
key4632,0.10799378
key4633,0.11265276
key4634,0.10799378
key4635,0.10799378
key4636,0.11265276
key4637,0.10799378
key4638,0.11265276
key4639,0.11265276
key4640,0.10799378
key4641,0.11265276
key4642,0.10799378
key4643,0.11265276
key4644,0.10799378
key4645,0.11265276
key4646,0.11265276
key4647,0.10799378
key4648,0.11265276
key4649,0.11265276
key4650,0.11265276
key4651,0.10799378
key4652,0.10799378
key4653,0.11265276
key4654,0.10799378
key4655,0.10799378
key4656,0.11265276
key4657,0.11265276
key4658,0.11265276
key4659,0.11265276
key4660,0.11265276
key4661,0.11265276
key4662,0.11265276
key4663,0.11265276
key4664,0.10799378
key4665,0.11265276
key4666,0.11265276
key4667,0.10799378
key4668,0.10799378
key4669,0.11265276
key4670,0.10799378
key4671,0.11265276
key4672,0.11265276
key4673,0.11265276
key4674,0.11265276
key4675,0.10799378
key4676,0.11265276
key4677,0.10799378
key4678,0.10799378
key4679,0.10799378
key4680,0.11265276
key4681,0.10799378
key4682,0.10799378
key4683,0.11265276
key4684,0.11265276
key4685,0.11265276
key4686,0.10799378
key4687,0.11265276
key4688,0.11265276
key4689,0.10799378
key4690,0.11265276
key4691,0.10799378
key4692,0.11265276
key4693,0.10799378
key4694,0.11265276
key4695,0.10799378
key4696,0.11265276
key4697,0.10799378
key4698,0.10799378
key4699,0.11265276
key4700,0.10799378
key4701,0.11265276
key4702,0.10799378
key4703,0.10799378
key4704,0.10799378
key4705,0.11265276
key4706,0.11265276
key4707,0.11265276
key4708,0.11265276
key4709,0.11265276
key4710,0.10799378
key4711,0.11265276
key4712,0.10799378
key4713,0.11265276
key4714,0.10799378
key4715,0.11265276
key4716,0.11265276
key4717,0.11265276
key4718,0.11265276
key4719,0.11265276
key4720,0.10799378
key4721,0.10799378
key4722,0.11265276
key4723,0.10799378
key4724,0.11265276
key4725,0.11265276
key4726,0.10799378
key4727,0.11265276
key4728,0.10799378
key4729,0.10799378
key4730,0.11265276
key4731,0.10799378
key4732,0.10799378
key4733,0.11265276
key4734,0.11265276
key4735,0.11265276
key4736,0.10799378
key4737,0.10799378
key4738,0.11265276
key4739,0.11265276
key4740,0.11265276
key4741,0.11265276
key4742,0.10799378
key4743,0.10799378
key4744,0.11265276
key4745,0.10799378
key4746,0.11265276
key4747,0.11265276
key4748,0.11265276
key4749,0.11265276
key4750,0.11265276
key4751,0.10799378
key4752,0.10799378
key4753,0.10799378
key4754,0.11265276
key4755,0.11265276
key4756,0.11265276
key4757,0.11265276
key4758,0.11265276
key4759,0.10799378
key4760,0.10799378
key4761,0.10799378
key4762,0.10799378
key4763,0.11265276
key4764,0.11265276
key4765,0.10799378
key4766,0.10799378
key4767,0.10799378
key4768,0.10799378
key4769,0.10799378
key4770,0.10799378
key4771,0.10799378
key4772,0.11265276
key4773,0.10799378
key4774,0.10799378
key4775,0.11265276
key4776,0.10799378
key4777,0.11265276
key4778,0.10799378
key4779,0.11265276
key4780,0.11265276
key4781,0.11265276
key4782,0.10799378
key4783,0.10799378
key4784,0.11265276
key4785,0.10799378
key4786,0.11265276
key4787,0.11265276
key4788,0.10799378
key4789,0.10799378
key4790,0.11265276
key4791,0.11265276
key4792,0.10799378
key4793,0.10799378
key4794,0.11265276
key4795,0.11265276
key4796,0.11265276
key4797,0.10799378
key4798,0.10799378
key4799,0.10799378
key4800,0.11265276
key4801,0.10799378
key4802,0.10799378
key4803,0.10799378
key4804,0.10799378
key4805,0.10799378
key4806,0.10799378
key4807,0.11265276
key4808,0.11265276
key4809,0.11265276
key4810,0.11265276
key4811,0.11265276
key4812,0.11265276
key4813,0.10799378
key4814,0.11265276
key4815,0.11265276
key4816,0.10799378
key4817,0.11265276
key4818,0.11265276
key4819,0.10799378
key4820,0.11265276
key4821,0.10799378
key4822,0.11265276
key4823,0.11265276
key4824,0.11265276
key4825,0.11265276
key4826,0.11265276
key4827,0.11265276
key4828,0.10799378
key4829,0.10799378
key4830,0.10799378
key4831,0.10799378
key4832,0.10799378
key4833,0.10799378
key4834,0.11265276
key4835,0.11265276
key4836,0.10799378
key4837,0.11265276
key4838,0.11265276
key4839,0.11265276
key4840,0.11265276
key4841,0.10799378
key4842,0.10799378
key4843,0.10799378
key4844,0.11265276
key4845,0.11265276
key4846,0.10799378
key4847,0.10799378
key4848,0.10799378
key4849,0.11265276
key4850,0.10799378
key4851,0.10799378
key4852,0.11265276
key4853,0.11265276
key4854,0.10799378
key4855,0.11265276
key4856,0.10799378
key4857,0.11265276
key4858,0.10799378
key4859,0.10799378
key4860,0.11265276
key4861,0.10799378
key4862,0.11265276
key4863,0.11265276
key4864,0.11265276
key4865,0.11265276
key4866,0.11265276
key4867,0.10799378
key4868,0.10799378
key4869,0.11265276
key4870,0.11265276
key4871,0.10799378
key4872,0.11265276
key4873,0.11265276
key4874,0.11265276
key4875,0.11265276
key4876,0.10799378
key4877,0.11265276
key4878,0.11265276
key4879,0.10799378
key4880,0.10799378
key4881,0.11265276
key4882,0.10799378
key4883,0.11265276
key4884,0.11265276
key4885,0.10799378
key4886,0.11265276
key4887,0.10799378
key4888,0.11265276
key4889,0.11265276
key4890,0.10799378
key4891,0.10799378
key4892,0.11265276
key4893,0.10799378
key4894,0.10799378
key4895,0.11265276
key4896,0.10799378
key4897,0.10799378
key4898,0.11265276
key4899,0.10799378
key4900,0.10799378
key4901,0.10799378
key4902,0.11265276
key4903,0.10799378
key4904,0.10799378
key4905,0.10799378
key4906,0.10799378
key4907,0.11265276
key4908,0.11265276
key4909,0.10799378
key4910,0.11265276
key4911,0.11265276
key4912,0.11265276
key4913,0.11265276
key4914,0.10799378
key4915,0.10799378
key4916,0.10799378
key4917,0.11265276
key4918,0.11265276
key4919,0.11265276
key4920,0.11265276
key4921,0.10799378
key4922,0.11265276
key4923,0.11265276
key4924,0.10799378
key4925,0.11265276
key4926,0.11265276
key4927,0.10799378
key4928,0.10799378
key4929,0.11265276
key4930,0.10799378
key4931,0.11265276
key4932,0.11265276
key4933,0.11265276
key4934,0.10799378
key4935,0.10799378
key4936,0.10799378
key4937,0.11265276
key4938,0.10799378
key4939,0.11265276
key4940,0.11265276
key4941,0.10799378
key4942,0.10799378
key4943,0.11265276
key4944,0.10799378
key4945,0.11265276
key4946,0.11265276
key4947,0.10799378
key4948,0.10799378
key4949,0.10799378
key4950,0.10799378
key4951,0.11265276
key4952,0.11265276
key4953,0.10799378
key4954,0.10799378
key4955,0.11265276
key4956,0.10799378
key4957,0.11265276
key4958,0.10799378
key4959,0.11265276
key4960,0.11265276
key4961,0.10799378
key4962,0.10799378
key4963,0.11265276
key4964,0.11265276
key4965,0.10799378
key4966,0.10799378
key4967,0.10799378
key4968,0.10799378
key4969,0.10799378
key4970,0.11265276
key4971,0.10799378
key4972,0.11265276
key4973,0.10799378
key4974,0.10799378
key4975,0.10799378
key4976,0.10799378
key4977,0.10799378
key4978,0.11265276
key4979,0.10799378
key4980,0.11265276
key4981,0.11265276
key4982,0.11265276
key4983,0.11265276
key4984,0.10799378
key4985,0.10799378
key4986,0.10799378
key4987,0.11265276
key4988,0.11265276
key4989,0.10799378
key4990,0.11265276
key4991,0.11265276
key4992,0.11265276
key4993,0.11265276
key4994,0.10799378
key4995,0.10799378
key4996,0.10799378
key4997,0.10799378
key4998,0.10799378
key4999,0.10799378
key5000,0.11265276
key5001,0.10799378
key5002,0.11265276
key5003,0.11265276
key5004,0.10799378
key5005,0.10799378
key5006,0.11265276
key5007,0.11265276
key5008,0.10799378
key5009,0.10799378
key5010,0.10799378
key5011,0.10799378
key5012,0.10799378
key5013,0.11265276
key5014,0.11265276
key5015,0.10799378
key5016,0.11265276
key5017,0.10799378
key5018,0.11265276
key5019,0.10799378
key5020,0.11265276
key5021,0.10799378
key5022,0.10799378
key5023,0.11265276
key5024,0.11265276
key5025,0.11265276
key5026,0.11265276
key5027,0.10799378
key5028,0.11265276
key5029,0.10799378
key5030,0.11265276
key5031,0.11265276
key5032,0.11265276
key5033,0.10799378
key5034,0.11265276
key5035,0.11265276
key5036,0.11265276
key5037,0.11265276
key5038,0.10799378
key5039,0.11265276
key5040,0.10799378
key5041,0.11265276
key5042,0.11265276
key5043,0.11265276
key5044,0.11265276
key5045,0.11265276
key5046,0.10799378
key5047,0.11265276
key5048,0.11265276
key5049,0.11265276
key5050,0.11265276
key5051,0.10799378
key5052,0.10799378
key5053,0.11265276
key5054,0.10799378
key5055,0.11265276
key5056,0.11265276
key5057,0.11265276
key5058,0.10799378
key5059,0.11265276
key5060,0.10799378
key5061,0.10799378
key5062,0.11265276
key5063,0.11265276
key5064,0.11265276
key5065,0.10799378
key5066,0.11265276
key5067,0.10799378
key5068,0.11265276
key5069,0.11265276
key5070,0.10799378
key5071,0.10799378
key5072,0.10799378
key5073,0.11265276
key5074,0.10799378
key5075,0.10799378
key5076,0.11265276
key5077,0.10799378
key5078,0.10799378
key5079,0.10799378
key5080,0.11265276
key5081,0.10799378
key5082,0.11265276
key5083,0.11265276
key5084,0.10799378
key5085,0.11265276
key5086,0.11265276
key5087,0.10799378
key5088,0.10799378
key5089,0.10799378
key5090,0.10799378
key5091,0.10799378
key5092,0.10799378
key5093,0.10799378
key5094,0.10799378
key5095,0.10799378
key5096,0.10799378
key5097,0.10799378
key5098,0.10799378
key5099,0.10799378
key5100,0.11265276
key5101,0.11265276
key5102,0.11265276
key5103,0.10799378
key5104,0.11265276
key5105,0.11265276
key5106,0.11265276
key5107,0.11265276
key5108,0.10799378
key5109,0.11265276
key5110,0.10799378
key5111,0.10799378
key5112,0.11265276
key5113,0.10799378
key5114,0.11265276
key5115,0.10799378
key5116,0.11265276
key5117,0.10799378
key5118,0.11265276
key5119,0.10799378
key5120,0.11265276
key5121,0.10799378
key5122,0.11265276
key5123,0.11265276
key5124,0.11265276
key5125,0.11265276
key5126,0.11265276
key5127,0.10799378
key5128,0.11265276
key5129,0.11265276
key5130,0.10799378
key5131,0.11265276
key5132,0.11265276
key5133,0.11265276
key5134,0.10799378
key5135,0.11265276
key5136,0.10799378
key5137,0.10799378
key5138,0.11265276
key5139,0.10799378
key5140,0.11265276
key5141,0.11265276
key5142,0.11265276
key5143,0.11265276
key5144,0.10799378
key5145,0.11265276
key5146,0.11265276
key5147,0.10799378
key5148,0.10799378
key5149,0.11265276
key5150,0.11265276
key5151,0.10799378
key5152,0.11265276
key5153,0.11265276
key5154,0.10799378
key5155,0.10799378
key5156,0.10799378
key5157,0.11265276
key5158,0.11265276
key5159,0.11265276
key5160,0.10799378
key5161,0.10799378
key5162,0.10799378
key5163,0.11265276
key5164,0.10799378
key5165,0.10799378
key5166,0.11265276
key5167,0.11265276
key5168,0.11265276
key5169,0.10799378
key5170,0.10799378
key5171,0.11265276
key5172,0.10799378
key5173,0.10799378
key5174,0.10799378
key5175,0.11265276
key5176,0.10799378
key5177,0.11265276
key5178,0.11265276
key5179,0.11265276
key5180,0.11265276
key5181,0.10799378
key5182,0.11265276
key5183,0.10799378
key5184,0.11265276
key5185,0.11265276
key5186,0.10799378
key5187,0.11265276
key5188,0.10799378
key5189,0.11265276
key5190,0.11265276
key5191,0.11265276
key5192,0.11265276
key5193,0.10799378
key5194,0.10799378
key5195,0.10799378
key5196,0.11265276
key5197,0.10799378
key5198,0.10799378
key5199,0.11265276
key5200,0.10799378
key5201,0.11265276
key5202,0.11265276
key5203,0.11265276
key5204,0.10799378
key5205,0.11265276
key5206,0.10799378
key5207,0.11265276
key5208,0.11265276
key5209,0.11265276
key5210,0.11265276
key5211,0.11265276
key5212,0.11265276
key5213,0.11265276
key5214,0.10799378
key5215,0.10799378
key5216,0.10799378
key5217,0.11265276
key5218,0.10799378
